cvr,afsat_biogas,afsat_other,year
11298931,0.0,150.0,2018
11304907,0.0,4461.0,2018
11305806,0.0,25655.0,2018
11306144,0.0,16575.0,2018
11313248,0.0,12747.0,2018
11322530,0.0,947.0,2018
11324673,0.0,781.0,2018
11334849,0.0,5692.0,2018
11368093,0.0,654.0,2018
11372309,0.0,262.0,2018
11373372,0.0,703.0,2018
11385400,0.0,2080.0,2018
11394485,0.0,275.0,2018
11394787,0.0,607.0,2018
11402909,0.0,2810.0,2018
11405649,0.0,175.0,2018
11406084,0.0,5480.0,2018
11411045,0.0,706.0,2018
11420001,0.0,5239.0,2018
11420796,0.0,506.0,2018
11422403,3530.0,0.0,2018
11423299,0.0,810.0,2018
11430783,0.0,6127.0,2018
11431496,0.0,13668.0,2018
11434584,0.0,1246.0,2018
11439438,0.0,496.0,2018
11440975,0.0,6037.0,2018
11449433,0.0,14454.0,2018
11450938,0.0,186.0,2018
11467695,97.0,460.0,2018
11467954,0.0,789.0,2018
11470092,0.0,1465.0,2018
11472672,0.0,2262.0,2018
11473008,0.0,637.0,2018
11473288,0.0,125.0,2018
11476392,0.0,2129.0,2018
11476740,0.0,749.0,2018
11490379,0.0,5408.0,2018
11492134,0.0,2240.0,2018
11495486,46754.0,1768.0,2018
11498043,0.0,3487.0,2018
11502008,0.0,2409.0,2018
11506682,0.0,5278.0,2018
11509878,0.0,2659.0,2018
11510590,9961.0,5814.0,2018
11512283,0.0,1301.0,2018
11512674,0.0,12667.0,2018
11517838,0.0,19525.0,2018
11524230,0.0,2500.0,2018
11525180,0.0,26974.0,2018
11528805,0.0,4160.0,2018
11534414,0.0,1034.0,2018
11544045,0.0,1721.0,2018
11544177,0.0,7867.0,2018
11548792,0.0,1551.0,2018
11550096,0.0,38318.0,2018
11552137,0.0,5553.0,2018
11552935,0.0,1400.0,2018
11554180,0.0,669.0,2018
11557783,0.0,1827.0,2018
11564135,0.0,2771.0,2018
11565980,0.0,2884.0,2018
11575501,0.0,3469.0,2018
11728138,0.0,900.0,2018
11736297,0.0,13344.0,2018
11740189,0.0,2795.0,2018
11745342,0.0,2428.0,2018
11745830,0.0,2745.0,2018
11751830,0.0,1145.0,2018
11753205,0.0,74.0,2018
11755771,5508.0,0.0,2018
11756042,0.0,7172.0,2018
11756670,0.0,4679.0,2018
11761135,0.0,1264.0,2018
11766595,0.0,1526.0,2018
11768474,0.0,15308.0,2018
11768679,18540.0,1500.0,2018
11772900,0.0,275.0,2018
11789196,0.0,3430.0,2018
11790186,0.0,1965.0,2018
11794645,0.0,559.0,2018
11796346,0.0,2149.0,2018
11798985,0.0,12487.0,2018
11805302,0.0,22355.0,2018
11806775,0.0,3116.0,2018
11807232,0.0,7725.0,2018
11808999,2977.0,1947.0,2018
11812082,0.0,27347.0,2018
11817475,0.0,10647.0,2018
11818048,0.0,3870.0,2018
11822681,0.0,952.0,2018
11824978,0.0,6188.0,2018
11827446,30831.0,0.0,2018
11830897,7246.0,38655.0,2018
11840078,0.0,233.0,2018
11841740,0.0,16075.0,2018
11850146,0.0,616.0,2018
11855482,0.0,511.0,2018
11859070,0.0,3366.0,2018
11860699,0.0,6175.0,2018
11869149,0.0,3250.0,2018
11873731,0.0,4428.0,2018
11874584,0.0,990.0,2018
11885977,41009.0,45727.0,2018
11887686,0.0,7628.0,2018
11901883,0.0,720.0,2018
11907334,0.0,167.0,2018
11909132,13053.0,0.0,2018
11928188,0.0,7357.0,2018
11934277,0.0,870.0,2018
11939740,0.0,12177.0,2018
11939805,0.0,484.0,2018
11939945,0.0,12172.0,2018
11941230,0.0,1837.0,2018
11945589,0.0,6315.0,2018
11950507,0.0,25794.0,2018
11952631,33273.0,0.0,2018
11952682,32159.0,3080.0,2018
11954235,0.0,20449.0,2018
11955371,0.0,5837.0,2018
11981615,0.0,1255.0,2018
11984649,0.0,1421.0,2018
11984878,0.0,8320.0,2018
11991076,0.0,709.0,2018
11991130,0.0,83365.0,2018
11995381,0.0,2364.0,2018
11997848,0.0,9908.0,2018
12001487,0.0,22886.0,2018
12003692,0.0,168.0,2018
12011342,61515.0,41865.0,2018
12013973,0.0,745.0,2018
12016948,0.0,1055.0,2018
12019408,0.0,4677.0,2018
12019947,0.0,2694.0,2018
12026501,0.0,21007.0,2018
12027435,0.0,27717.0,2018
12030193,0.0,10900.0,2018
12030207,0.0,1673.0,2018
12043708,0.0,1263.0,2018
12048572,0.0,14820.0,2018
12050682,0.0,557.0,2018
12052197,0.0,706.0,2018
12052308,0.0,8671.0,2018
12053770,0.0,6600.0,2018
12055188,0.0,2043.0,2018
12055404,0.0,924.0,2018
12055749,0.0,11005.0,2018
12058179,0.0,5217.0,2018
12065035,0.0,3842.0,2018
12070349,0.0,11147.0,2018
12071779,0.0,3584.0,2018
12072503,18859.0,10234.0,2018
12079540,0.0,4834.0,2018
12083890,0.0,1537.0,2018
12087330,0.0,2912.0,2018
12087489,0.0,12386.0,2018
12094906,0.0,4158.0,2018
12102372,0.0,2476.0,2018
12103840,0.0,432.0,2018
12104707,4168.0,0.0,2018
12111495,1934.0,0.0,2018
12112270,0.0,1804.0,2018
12115342,0.0,1200.0,2018
12136048,619.0,0.0,2018
12137702,0.0,1444.0,2018
12140894,0.0,13297.0,2018
12146078,0.0,2536.0,2018
12150539,0.0,1800.0,2018
12159536,0.0,5267.0,2018
12160275,0.0,56.0,2018
12160844,0.0,1590.0,2018
12162707,0.0,2635.0,2018
12166680,0.0,9988.0,2018
12169574,0.0,1562.0,2018
12173288,0.0,5776.0,2018
12174802,0.0,28685.0,2018
12175884,31355.0,0.0,2018
12188749,0.0,3808.0,2018
12193408,0.0,1597.0,2018
12194633,0.0,672.0,2018
12195001,0.0,1406.0,2018
12200072,0.0,32401.0,2018
12210396,0.0,3071.0,2018
12218400,0.0,4940.0,2018
12219180,0.0,8333.0,2018
12219601,0.0,5762.0,2018
12220901,0.0,732.0,2018
12228791,0.0,181.0,2018
12228902,0.0,17028.0,2018
12231237,4950.0,0.0,2018
12232705,3671.0,6052.0,2018
12236840,0.0,2919.0,2018
12244932,0.0,8503.0,2018
12253281,0.0,6895.0,2018
12254407,0.0,10660.0,2018
12255543,0.0,32864.0,2018
12256280,3707.0,4650.0,2018
12257147,20668.0,70587.0,2018
12257600,0.0,8736.0,2018
12258976,0.0,6240.0,2018
12259786,0.0,465.0,2018
12264585,0.0,209.0,2018
12270135,0.0,593.0,2018
12270739,21888.0,0.0,2018
12271697,0.0,380.0,2018
12271808,0.0,508.0,2018
12274335,0.0,370.0,2018
12274785,0.0,2264.0,2018
12277105,0.0,33244.0,2018
12279299,0.0,546.0,2018
12283180,0.0,7241.0,2018
12286201,0.0,1498.0,2018
12292546,0.0,5286.0,2018
12294190,0.0,20035.0,2018
12294999,0.0,16413.0,2018
12295987,0.0,738.0,2018
12297084,0.0,21309.0,2018
12298641,32716.0,25347.0,2018
12301391,0.0,349.0,2018
12304684,17550.0,0.0,2018
12316593,0.0,32000.0,2018
12320906,17460.0,7600.0,2018
12324545,8077.0,0.0,2018
12327145,0.0,1689.0,2018
12334745,0.0,28007.0,2018
12335687,17522.0,64433.0,2018
12336349,0.0,20818.0,2018
12361041,0.0,17780.0,2018
12363575,0.0,7488.0,2018
12363885,0.0,300.0,2018
12364547,0.0,5296.0,2018
12364695,0.0,13400.0,2018
12367643,0.0,15514.0,2018
12370377,0.0,12743.0,2018
12385994,0.0,747.0,2018
12386001,8312.0,0.0,2018
12386400,13118.0,7944.0,2018
12389507,0.0,1739.0,2018
12393709,75883.0,0.0,2018
12395507,0.0,1199.0,2018
12404972,0.0,3799.0,2018
12409737,0.0,4190.0,2018
12412207,0.0,34107.0,2018
12427972,0.0,147.0,2018
12431732,0.0,138.0,2018
12438974,0.0,1495.0,2018
12441940,1366.0,0.0,2018
12442645,0.0,7224.0,2018
12443234,22049.0,8868.0,2018
12448775,0.0,703.0,2018
12451393,0.0,7451.0,2018
12452004,0.0,4684.0,2018
12452241,0.0,23726.0,2018
12452608,0.0,6586.0,2018
12464606,0.0,11153.0,2018
12478836,0.0,22800.0,2018
12481209,0.0,299.0,2018
12494793,0.0,9456.0,2018
12509510,0.0,447.0,2018
12522347,1925.0,0.0,2018
12536089,0.0,10764.0,2018
12541775,0.0,1400.0,2018
12547390,7903.0,1306.0,2018
12558074,0.0,8002.0,2018
12559593,0.0,22730.0,2018
12562179,0.0,355.0,2018
12563205,0.0,303.0,2018
12564546,0.0,67255.0,2018
12567545,0.0,411.0,2018
12567987,0.0,20318.0,2018
12569688,0.0,60420.0,2018
12575734,0.0,83.0,2018
12588844,0.0,2700.0,2018
12599080,0.0,9936.0,2018
12601409,0.0,2020.0,2018
12601832,0.0,20498.0,2018
12611544,0.0,11156.0,2018
12614179,0.0,3555.0,2018
12614330,3669.0,16760.0,2018
12615884,0.0,5616.0,2018
12615981,0.0,24409.0,2018
12616686,4479.0,0.0,2018
12618735,0.0,819.0,2018
12633718,0.0,1387.0,2018
12644884,0.0,1300.0,2018
12645309,0.0,2012.0,2018
12645848,0.0,27264.0,2018
12647387,0.0,7751.0,2018
12647999,0.0,2299.0,2018
12654073,0.0,400.0,2018
12659709,0.0,7667.0,2018
12662947,0.0,4289.0,2018
12664672,0.0,20203.0,2018
12668740,12489.0,1751.0,2018
12673701,0.0,5945.0,2018
12678037,0.0,6292.0,2018
12680988,0.0,4797.0,2018
12681003,0.0,54198.0,2018
12682484,0.0,1499.0,2018
12691599,0.0,10235.0,2018
12694997,0.0,5383.0,2018
12700482,0.0,287.0,2018
12701101,30020.0,34406.0,2018
12702493,0.0,898.0,2018
12706499,0.0,19907.0,2018
12709587,6033.0,1191.0,2018
12711204,0.0,16647.0,2018
12715897,0.0,7693.0,2018
12716435,0.0,1780.0,2018
12717539,0.0,143.0,2018
12719280,52409.0,235182.0,2018
12720807,0.0,148.0,2018
12721331,0.0,2307.0,2018
12725485,0.0,144.0,2018
12728085,0.0,6584.0,2018
12730209,0.0,1513.0,2018
12735286,0.0,916.0,2018
12741707,0.0,37828.0,2018
12744730,0.0,335.0,2018
12747241,1339.0,1722.0,2018
12752776,0.0,4644.0,2018
12757646,25872.0,0.0,2018
12762100,0.0,2822.0,2018
12762488,0.0,1646.0,2018
12767897,0.0,3298.0,2018
12779178,0.0,850.0,2018
12781695,13237.0,0.0,2018
12785739,0.0,17246.0,2018
12792042,0.0,11664.0,2018
12800886,0.0,305.0,2018
12802609,0.0,5701.0,2018
12804741,0.0,10087.0,2018
12819633,0.0,6287.0,2018
12820798,0.0,2096.0,2018
12821247,0.0,18582.0,2018
12824297,0.0,7368.0,2018
12831439,0.0,5784.0,2018
12841809,0.0,5153.0,2018
12849397,0.0,5174.0,2018
12850778,0.0,36786.0,2018
12853580,0.0,29942.0,2018
12868871,0.0,3856.0,2018
12870299,0.0,461.0,2018
12875886,0.0,4986.0,2018
12881975,0.0,1085.0,2018
12881983,0.0,4009.0,2018
12882130,0.0,4190.0,2018
12887345,0.0,12282.0,2018
12897499,0.0,20397.0,2018
12901585,0.0,11919.0,2018
12901631,0.0,39865.0,2018
12905246,0.0,10090.0,2018
12906544,0.0,9778.0,2018
12906633,0.0,3870.0,2018
12918305,19452.0,0.0,2018
12919190,0.0,7004.0,2018
12919336,0.0,1689.0,2018
12927894,8320.0,87.0,2018
12933649,5225.0,0.0,2018
12937598,0.0,1289.0,2018
12940882,0.0,9597.0,2018
12947895,0.0,1155.0,2018
12948891,0.0,15909.0,2018
12954700,0.0,2468.0,2018
12956290,0.0,4073.0,2018
12956487,0.0,4224.0,2018
12961731,0.0,218.0,2018
12965273,0.0,9603.0,2018
12970005,0.0,1219.0,2018
12971591,0.0,7734.0,2018
12973500,0.0,185.0,2018
12976585,0.0,4114.0,2018
12977549,0.0,1760.0,2018
12978979,0.0,24656.0,2018
12989393,0.0,18338.0,2018
12994737,0.0,3737.0,2018
12995849,0.0,42599.0,2018
12996004,31305.0,0.0,2018
13004439,0.0,5681.0,2018
13004579,0.0,6068.0,2018
13007187,0.0,680.0,2018
13012091,0.0,6995.0,2018
13013373,0.0,4125.0,2018
13014671,0.0,17991.0,2018
13015538,0.0,8243.0,2018
13015600,0.0,4012.0,2018
13015643,0.0,6182.0,2018
13017948,0.0,36.0,2018
13018537,0.0,1436.0,2018
13019770,0.0,800.0,2018
13020876,0.0,2750.0,2018
13026076,0.0,159.0,2018
13027897,0.0,951.0,2018
13028036,0.0,4289.0,2018
13029830,14342.0,20230.0,2018
13030472,27103.0,0.0,2018
13030995,0.0,8840.0,2018
13032580,0.0,12239.0,2018
13033609,0.0,407.0,2018
13035881,0.0,250.0,2018
13036780,0.0,4511.0,2018
13040044,0.0,764.0,2018
13040508,0.0,342.0,2018
13043590,0.0,2397.0,2018
13044600,0.0,293.0,2018
13048940,0.0,4721.0,2018
13050171,0.0,2824.0,2018
13055289,0.0,13732.0,2018
13057087,0.0,5089.0,2018
13057575,0.0,670.0,2018
13058903,0.0,633.0,2018
13059985,0.0,725.0,2018
13062234,0.0,7015.0,2018
13062331,0.0,1288.0,2018
13068577,0.0,946.0,2018
13070873,0.0,3565.0,2018
13072892,0.0,1650.0,2018
13075786,0.0,509.0,2018
13075999,68624.0,5968.0,2018
13076405,46954.0,99533.0,2018
13077274,0.0,2468.0,2018
13078947,0.0,333.0,2018
13079773,0.0,365.0,2018
13080879,0.0,645.0,2018
13081778,0.0,5693.0,2018
13084602,40457.0,20907.0,2018
13086400,16637.0,0.0,2018
13087806,69576.0,56994.0,2018
13096376,0.0,899.0,2018
13103232,0.0,2879.0,2018
13105405,0.0,2049.0,2018
13112444,16523.0,0.0,2018
13117179,0.0,18806.0,2018
13117292,0.0,524.0,2018
13117993,0.0,587.0,2018
13119147,0.0,2996.0,2018
13119988,0.0,10709.0,2018
13120749,47725.0,14244.0,2018
13124604,0.0,7068.0,2018
13125570,0.0,1136.0,2018
13127085,49201.0,0.0,2018
13129584,0.0,1978.0,2018
13130000,13410.0,2847.0,2018
13131082,0.0,7395.0,2018
13132046,37856.0,8100.0,2018
13135185,0.0,471.0,2018
13136548,0.0,40.0,2018
13140871,0.0,6342.0,2018
13141096,0.0,17683.0,2018
13144176,0.0,834.0,2018
13146543,0.0,3626.0,2018
13147787,0.0,777.0,2018
13149747,31375.0,0.0,2018
13150206,0.0,37028.0,2018
13150605,0.0,7749.0,2018
13153833,0.0,2878.0,2018
13155747,0.0,297.0,2018
13155933,0.0,2438.0,2018
13156743,0.0,24658.0,2018
13157782,0.0,5376.0,2018
13159394,8684.0,59092.0,2018
13160600,0.0,3555.0,2018
13162484,7323.0,550.0,2018
13165033,0.0,1415.0,2018
13165289,1393.0,135625.0,2018
13166137,0.0,18888.0,2018
13168830,0.0,395.0,2018
13170541,0.0,4943.0,2018
13174784,0.0,17201.0,2018
13180598,0.0,987.0,2018
13182590,0.0,3576.0,2018
13185891,0.0,5101.0,2018
13187797,22043.0,0.0,2018
13190895,0.0,2124.0,2018
13191506,0.0,1473.0,2018
13195048,0.0,297.0,2018
13195102,0.0,6200.0,2018
13203075,45071.0,0.0,2018
13204403,0.0,5797.0,2018
13204675,0.0,4747.0,2018
13209642,0.0,400.0,2018
13213178,14889.0,3601.0,2018
13215405,24223.0,5751.0,2018
13215448,0.0,1571.0,2018
13219176,1680.0,0.0,2018
13220247,0.0,6229.0,2018
13221790,0.0,5993.0,2018
13233888,0.0,1169.0,2018
13234132,6357.0,0.0,2018
13236046,0.0,153.0,2018
13236747,0.0,5367.0,2018
13243190,0.0,500.0,2018
13246998,0.0,392.0,2018
13247307,0.0,749.0,2018
13250146,0.0,6564.0,2018
13250340,0.0,580.0,2018
13256101,17667.0,2915.0,2018
13260818,0.0,218.0,2018
13262489,0.0,1330.0,2018
13263248,0.0,2096.0,2018
13267200,9122.0,15679.0,2018
13272549,0.0,14025.0,2018
13281807,7305.0,2416.0,2018
13281939,0.0,875.0,2018
13282145,0.0,8488.0,2018
13286175,0.0,365.0,2018
13287597,0.0,5153.0,2018
13289476,0.0,2783.0,2018
13289808,0.0,2514.0,2018
13289891,0.0,2813.0,2018
13289948,0.0,146.0,2018
13293147,0.0,2809.0,2018
13295794,0.0,13909.0,2018
13297185,0.0,25343.0,2018
13302685,0.0,721.0,2018
13306230,0.0,442.0,2018
13312834,0.0,5433.0,2018
13314233,0.0,24640.0,2018
13317186,0.0,54651.0,2018
13322392,0.0,4049.0,2018
13323232,0.0,852.0,2018
13323909,0.0,4281.0,2018
13329435,0.0,59946.0,2018
13329583,4370.0,5029.0,2018
13329737,0.0,3846.0,2018
13333289,0.0,921.0,2018
13333734,8661.0,0.0,2018
13333785,0.0,2836.0,2018
13333882,0.0,1074.0,2018
13335591,0.0,6289.0,2018
13336628,0.0,151.0,2018
13339570,0.0,7388.0,2018
13339589,0.0,10714.0,2018
13340099,0.0,4516.0,2018
13345805,0.0,1098.0,2018
13349835,0.0,9461.0,2018
13350884,106738.0,2021.0,2018
13350973,0.0,1821.0,2018
13354278,0.0,14091.0,2018
13355231,0.0,3898.0,2018
13357692,0.0,4500.0,2018
13358346,0.0,1546.0,2018
13358648,0.0,6962.0,2018
13360391,0.0,13483.0,2018
13362084,23467.0,0.0,2018
13367736,0.0,32597.0,2018
13367973,0.0,821.0,2018
13374775,0.0,1443.0,2018
13384185,0.0,501.0,2018
13389349,0.0,2048.0,2018
13398380,0.0,17307.0,2018
13400334,38671.0,21983.0,2018
13422508,0.0,2450.0,2018
13441200,0.0,103.0,2018
13445281,0.0,6535.0,2018
13452407,0.0,640.0,2018
13452695,3623.0,19614.0,2018
13453012,0.0,735.0,2018
13453071,0.0,13995.0,2018
13453489,0.0,1356.0,2018
13455287,0.0,506.0,2018
13455295,0.0,2402.0,2018
13457697,82518.0,0.0,2018
13460787,0.0,1316.0,2018
13461376,63184.0,16078.0,2018
13463972,0.0,1999.0,2018
13464537,0.0,946.0,2018
13466203,0.0,755.0,2018
13466998,0.0,39064.0,2018
13468273,0.0,5107.0,2018
13468346,0.0,503.0,2018
13473595,0.0,1605.0,2018
13475202,0.0,459.0,2018
13478546,0.0,672.0,2018
13478988,0.0,6585.0,2018
13482500,0.0,1800.0,2018
13484686,0.0,1200.0,2018
13486387,37581.0,132236.0,2018
13497141,0.0,2640.0,2018
13500673,0.0,810.0,2018
