cvr,afsat_biogas,afsat_other,year
28172567,0.0,7875.0,2018
28173415,0.0,3737.0,2018
28181051,74571.0,147017.0,2018
28183372,0.0,64023.0,2018
28188323,13346.0,20173.0,2018
28189125,0.0,14229.0,2018
28189362,0.0,4790.0,2018
28190530,0.0,2203.0,2018
28190697,0.0,299.0,2018
28190883,0.0,15915.0,2018
28192576,0.0,457.0,2018
28192932,0.0,1800.0,2018
28196024,42269.0,4169.0,2018
28196164,54913.0,101107.0,2018
28196792,0.0,6408.0,2018
28198604,0.0,20952.0,2018
28200870,0.0,25692.0,2018
28202490,22724.0,0.0,2018
28202911,0.0,158353.0,2018
28203128,0.0,65550.0,2018
28204701,0.0,9722.0,2018
28209045,0.0,22073.0,2018
28209223,0.0,24975.0,2018
28210043,0.0,11515.0,2018
28211600,0.0,7212.0,2018
28213603,0.0,17437.0,2018
28215371,0.0,950.0,2018
28217757,0.0,695.0,2018
28219695,0.0,332.0,2018
28223951,0.0,1025.0,2018
28225660,0.0,625.0,2018
28226667,0.0,2541.0,2018
28227957,0.0,18667.0,2018
28228783,0.0,3447.0,2018
28229801,0.0,336.0,2018
28230540,0.0,100.0,2018
28233418,37534.0,40914.0,2018
28238185,0.0,6211.0,2018
28239033,53859.0,35474.0,2018
28240244,32422.0,10476.0,2018
28241100,0.0,56607.0,2018
28243286,0.0,4012.0,2018
28243502,0.0,1693.0,2018
28245513,0.0,11340.0,2018
28246749,0.0,4160.0,2018
28246870,36400.0,5891.0,2018
28255225,22887.0,2446.0,2018
28257317,0.0,34333.0,2018
28260814,0.0,14562.0,2018
28260938,0.0,2664.0,2018
28261411,0.0,3441.0,2018
28261608,0.0,15857.0,2018
28266529,0.0,221.0,2018
28271344,0.0,14106.0,2018
28271468,0.0,1855.0,2018
28274599,0.0,48398.0,2018
28277164,0.0,19453.0,2018
28277180,0.0,4160.0,2018
28279000,0.0,20413.0,2018
28279094,0.0,8976.0,2018
28297335,148612.0,155445.0,2018
28302185,0.0,2394.0,2018
28310447,0.0,142481.0,2018
28321562,0.0,51873.0,2018
28349149,0.0,3838.0,2018
28351003,0.0,25894.0,2018
28359918,0.0,6098.0,2018
28364326,0.0,496.0,2018
28364687,2304.0,15894.0,2018
28365020,2750.0,29722.0,2018
28368569,0.0,785.0,2018
28385668,0.0,262.0,2018
28390467,0.0,386.0,2018
28392621,0.0,9882.0,2018
28393504,0.0,12480.0,2018
28397100,0.0,4408.0,2018
28399049,0.0,897.0,2018
28400268,0.0,1605.0,2018
28405170,0.0,13944.0,2018
28412274,0.0,9040.0,2018
28416709,0.0,16203.0,2018
28419546,0.0,2696.0,2018
28422628,0.0,19156.0,2018
28422717,0.0,1593.0,2018
28423306,0.0,925.0,2018
28425090,0.0,177.0,2018
28425481,0.0,20539.0,2018
28429614,0.0,150.0,2018
28429703,0.0,8428.0,2018
28431694,0.0,9237.0,2018
28436106,0.0,11139.0,2018
28438842,0.0,5242.0,2018
28439806,20636.0,1410.0,2018
28447205,0.0,7494.0,2018
28451474,0.0,4789.0,2018
28454015,0.0,262.0,2018
28454023,0.0,97.0,2018
28455291,0.0,21303.0,2018
28455364,0.0,7232.0,2018
28459270,0.0,12116.0,2018
28461399,0.0,53403.0,2018
28462034,0.0,156.0,2018
28462239,0.0,30344.0,2018
28462891,0.0,331.0,2018
28464908,0.0,5941.0,2018
28468067,0.0,546.0,2018
28472587,18825.0,8054.0,2018
28473516,0.0,25207.0,2018
28476574,13587.0,0.0,2018
28484542,0.0,4000.0,2018
28490976,0.0,73241.0,2018
28502451,0.0,4327.0,2018
28513062,0.0,9828.0,2018
28517157,0.0,22019.0,2018
28522290,0.0,9906.0,2018
28525702,70533.0,3162.0,2018
28527586,0.0,7475.0,2018
28529066,0.0,4500.0,2018
28531850,0.0,17570.0,2018
28531893,0.0,12317.0,2018
28534078,0.0,1659.0,2018
28536968,0.0,2245.0,2018
28539991,0.0,62153.0,2018
28541082,0.0,1844.0,2018
28541236,39001.0,13249.0,2018
28561539,4832.0,6411.0,2018
28567278,0.0,9453.0,2018
28574444,0.0,3328.0,2018
28581211,0.0,16995.0,2018
28592124,30195.0,7825.0,2018
28592426,0.0,3175.0,2018
28597525,0.0,9128.0,2018
28600283,0.0,7823.0,2018
28601018,0.0,4235.0,2018
28605676,0.0,5138.0,2018
28613784,0.0,6546.0,2018
28621388,0.0,10253.0,2018
28626460,0.0,836.0,2018
28627750,0.0,3744.0,2018
28629451,8018.0,26650.0,2018
28629494,0.0,24942.0,2018
28632851,7142.0,0.0,2018
28634552,5233.0,0.0,2018
28641532,0.0,11920.0,2018
28647158,0.0,1641.0,2018
28648413,0.0,35346.0,2018
28651767,0.0,11081.0,2018
28652542,0.0,418.0,2018
28653646,13854.0,45819.0,2018
28671059,33929.0,0.0,2018
28680597,0.0,9641.0,2018
28688458,8406.0,0.0,2018
28692145,0.0,5906.0,2018
28698054,0.0,4824.0,2018
28702116,0.0,12591.0,2018
28704100,0.0,58884.0,2018
28716125,0.0,8311.0,2018
28782314,0.0,5283.0,2018
28810156,0.0,34650.0,2018
28822480,0.0,95.0,2018
28827466,0.0,353.0,2018
28830262,18735.0,11875.0,2018
28833849,0.0,7473.0,2018
28856768,0.0,1180.0,2018
28864353,46810.0,100219.0,2018
28865503,0.0,44331.0,2018
28866038,0.0,16797.0,2018
28875304,0.0,10542.0,2018
28878125,0.0,1759.0,2018
28881622,0.0,24918.0,2018
28882181,0.0,3220.0,2018
28885288,0.0,136662.0,2018
28887965,0.0,40695.0,2018
28889313,77664.0,90187.0,2018
28894600,0.0,56583.0,2018
28905483,0.0,3626.0,2018
28906188,499.0,962.0,2018
28909195,0.0,3159.0,2018
28923082,0.0,5764.0,2018
28923384,0.0,4765.0,2018
28924747,0.0,31220.0,2018
28930356,0.0,3045.0,2018
28931107,0.0,2092.0,2018
28932901,0.0,52.0,2018
28933401,0.0,290.0,2018
28935560,0.0,7052.0,2018
28940440,0.0,569.0,2018
28957408,0.0,10500.0,2018
28958323,0.0,799.0,2018
28959478,0.0,20539.0,2018
28974957,0.0,522.0,2018
28994966,0.0,8137.0,2018
28998724,0.0,9738.0,2018
29000190,4915.0,22540.0,2018
29000778,0.0,6382.0,2018
29002886,0.0,4300.0,2018
29005796,0.0,34534.0,2018
29014671,0.0,671.0,2018
29024367,0.0,9350.0,2018
29024871,0.0,9880.0,2018
29026939,0.0,16218.0,2018
29029156,0.0,17535.0,2018
29041156,0.0,4120.0,2018
29049947,0.0,11829.0,2018
29051941,13320.0,14644.0,2018
29056501,0.0,38713.0,2018
29056943,0.0,41190.0,2018
29057125,0.0,23092.0,2018
29063591,0.0,2536.0,2018
29064784,0.0,8987.0,2018
29074798,0.0,443.0,2018
29077177,0.0,6504.0,2018
29078718,0.0,1232.0,2018
29095868,0.0,7017.0,2018
29095906,0.0,16344.0,2018
29096325,0.0,57732.0,2018
29097801,0.0,39521.0,2018
29098379,0.0,70227.0,2018
29099758,26778.0,1245.0,2018
29100276,0.0,8400.0,2018
29106096,0.0,21595.0,2018
29108099,0.0,15573.0,2018
29108277,0.0,1680.0,2018
29108307,13208.0,290.0,2018
29108978,0.0,599.0,2018
29114420,0.0,4197.0,2018
29119384,0.0,2697.0,2018
29122350,0.0,72418.0,2018
29122636,0.0,10953.0,2018
29123411,0.0,10961.0,2018
29127964,0.0,3194.0,2018
29128103,0.0,8902.0,2018
29130302,0.0,244.0,2018
29180636,0.0,56892.0,2018
29186960,380.0,17935.0,2018
29188432,0.0,39924.0,2018
29188599,0.0,88.0,2018
29189420,0.0,1593.0,2018
29189900,0.0,1219.0,2018
29209227,2395.0,39445.0,2018
29220573,18376.0,0.0,2018
29223327,0.0,9152.0,2018
29224668,0.0,1069.0,2018
29226393,27001.0,114865.0,2018
29231702,0.0,119.0,2018
29232156,0.0,6915.0,2018
29232288,26972.0,1071.0,2018
29235147,0.0,116361.0,2018
29236704,0.0,164.0,2018
29251789,0.0,35428.0,2018
29255474,163208.0,78064.0,2018
29256209,4094.0,3815.0,2018
29256268,0.0,512.0,2018
29257361,0.0,6992.0,2018
29258694,0.0,950.0,2018
29258848,0.0,15808.0,2018
29258929,0.0,27035.0,2018
29259208,0.0,10207.0,2018
29259852,0.0,3548.0,2018
29263191,0.0,41459.0,2018
29265534,0.0,15996.0,2018
29267197,0.0,1706.0,2018
29267855,56390.0,21559.0,2018
29268975,0.0,11104.0,2018
29270198,0.0,676.0,2018
29274487,0.0,21344.0,2018
29278946,0.0,1067.0,2018
29283001,0.0,2760.0,2018
29285837,0.0,977.0,2018
29290520,0.0,8957.0,2018
29291845,0.0,534.0,2018
29292035,0.0,10926.0,2018
29294402,0.0,20186.0,2018
29294569,0.0,2957.0,2018
29295131,32428.0,9733.0,2018
29295344,0.0,883.0,2018
29295743,33746.0,9642.0,2018
29296758,0.0,1811.0,2018
29298688,0.0,57987.0,2018
29299102,0.0,6918.0,2018
29301786,0.0,355.0,2018
29305226,0.0,12023.0,2018
29321159,0.0,6087.0,2018
29331014,0.0,1125.0,2018
29334730,0.0,1192.0,2018
29335699,0.0,5261.0,2018
29336601,0.0,3468.0,2018
29337225,0.0,699.0,2018
29347557,0.0,10369.0,2018
29348022,0.0,67176.0,2018
29351902,0.0,6992.0,2018
29355355,0.0,2915.0,2018
29358370,7534.0,25999.0,2018
29365954,0.0,36280.0,2018
29366497,0.0,375.0,2018
29371040,0.0,22224.0,2018
29371636,4430.0,30377.0,2018
29372411,0.0,4410.0,2018
29372845,0.0,1148.0,2018
29373264,71706.0,88548.0,2018
29399468,0.0,75664.0,2018
29415153,0.0,66821.0,2018
29430268,0.0,2917.0,2018
29432155,0.0,9226.0,2018
29435332,0.0,401.0,2018
29436053,0.0,87258.0,2018
29438064,0.0,31887.0,2018
29439214,0.0,1481.0,2018
29442304,0.0,1659.0,2018
29447616,0.0,26375.0,2018
29452601,19554.0,0.0,2018
29452857,0.0,548.0,2018
29455368,0.0,15918.0,2018
29456224,0.0,11575.0,2018
29458405,0.0,12396.0,2018
29459401,0.0,12779.0,2018
29459819,0.0,708.0,2018
29460140,0.0,1396.0,2018
29460450,0.0,4859.0,2018
29463255,22509.0,40730.0,2018
29469709,0.0,7210.0,2018
29474850,0.0,3001.0,2018
29488606,0.0,1066.0,2018
29495475,0.0,7531.0,2018
29496269,0.0,851.0,2018
29498008,0.0,2347.0,2018
29499748,0.0,14958.0,2018
29499764,0.0,69510.0,2018
29504490,76094.0,828.0,2018
29517231,0.0,7935.0,2018
29523142,38875.0,0.0,2018
29524963,0.0,79922.0,2018
29525757,26880.0,35788.0,2018
29547599,0.0,103094.0,2018
29555109,0.0,486.0,2018
29561346,0.0,783.0,2018
29562768,0.0,7190.0,2018
29564086,0.0,15195.0,2018
29565368,7874.0,0.0,2018
29574375,0.0,637.0,2018
29579423,10822.0,4757.0,2018
29586470,0.0,5773.0,2018
29594252,0.0,13731.0,2018
29599068,0.0,26644.0,2018
29605629,2626.0,41025.0,2018
29608091,0.0,17568.0,2018
29611653,0.0,21729.0,2018
29612668,0.0,800.0,2018
29625018,0.0,1064.0,2018
29631476,0.0,78022.0,2018
29638853,29551.0,44790.0,2018
29640300,0.0,20498.0,2018
29640467,0.0,3161.0,2018
29640599,0.0,7368.0,2018
29643296,0.0,248.0,2018
29644764,0.0,726.0,2018
29645191,0.0,4070.0,2018
29646341,0.0,3679.0,2018
29653461,0.0,1530.0,2018
29655812,0.0,1642.0,2018
29656932,0.0,20345.0,2018
29658781,0.0,1860.0,2018
29660263,0.0,4012.0,2018
29661170,43868.0,14175.0,2018
29666318,0.0,1474.0,2018
29666415,0.0,250.0,2018
29668205,0.0,1964.0,2018
29669619,16131.0,4316.0,2018
29672253,0.0,2832.0,2018
29679398,0.0,33595.0,2018
29680620,0.0,220.0,2018
29686475,0.0,36274.0,2018
29689121,0.0,49381.0,2018
29691940,0.0,23198.0,2018
29699887,0.0,6400.0,2018
29700958,0.0,18514.0,2018
29704171,0.0,16784.0,2018
29711852,0.0,6054.0,2018
29714940,0.0,220.0,2018
29719063,0.0,10073.0,2018
29722587,2481.0,96113.0,2018
29733562,0.0,11905.0,2018
29733805,0.0,11869.0,2018
29737991,0.0,27379.0,2018
29738033,0.0,46589.0,2018
29745994,0.0,2484.0,2018
29749027,0.0,362.0,2018
29750807,0.0,4250.0,2018
29752699,1170.0,0.0,2018
29753709,0.0,427.0,2018
29773408,0.0,4864.0,2018
29778884,31744.0,39476.0,2018
29791880,0.0,6100.0,2018
29798559,0.0,174087.0,2018
29806071,80977.0,22363.0,2018
29807221,0.0,90902.0,2018
29808570,0.0,24042.0,2018
29821062,0.0,26842.0,2018
29830363,0.0,36511.0,2018
29832935,37766.0,26090.0,2018
29840040,0.0,13478.0,2018
29844542,0.0,9099.0,2018
29860610,0.0,809.0,2018
29865531,0.0,2355.0,2018
29871566,0.0,472.0,2018
29872090,0.0,7816.0,2018
29886377,0.0,7200.0,2018
29902224,0.0,6201.0,2018
29906777,0.0,49448.0,2018
29907145,0.0,7852.0,2018
29910685,0.0,743.0,2018
29912505,0.0,12502.0,2018
29921024,0.0,11309.0,2018
29949115,0.0,20669.0,2018
29967652,0.0,12796.0,2018
29980497,33450.0,8389.0,2018
29986967,10429.0,6245.0,2018
29987351,0.0,5106.0,2018
29998590,0.0,6835.0,2018
30001915,0.0,2911.0,2018
30007026,0.0,433.0,2018
30019490,0.0,3857.0,2018
30022149,0.0,1265.0,2018
30032616,0.0,3422.0,2018
30032861,0.0,6173.0,2018
30033795,13997.0,15943.0,2018
30038738,0.0,2039.0,2018
30040007,0.0,3627.0,2018
30041747,0.0,907.0,2018
30041879,0.0,3377.0,2018
30043316,0.0,10244.0,2018
30045408,0.0,31847.0,2018
30045440,0.0,36192.0,2018
30046927,0.0,37940.0,2018
30047508,0.0,113861.0,2018
30061209,0.0,9713.0,2018
30062868,0.0,5577.0,2018
30063627,0.0,5010.0,2018
30064895,0.0,8533.0,2018
30065190,0.0,24445.0,2018
30069579,0.0,1089.0,2018
30084705,39986.0,19095.0,2018
30089367,17065.0,78873.0,2018
30092511,0.0,8757.0,2018
30093712,0.0,8883.0,2018
30093887,0.0,19438.0,2018
30094468,0.0,3009.0,2018
30096126,4366.0,16031.0,2018
30096363,14013.0,38115.0,2018
30096460,0.0,3105.0,2018
30097866,0.0,35694.0,2018
30098005,0.0,3488.0,2018
30104420,0.0,4780.0,2018
30105192,0.0,490.0,2018
30105249,0.0,3220.0,2018
30105613,0.0,3586.0,2018
30106199,0.0,15024.0,2018
30106725,0.0,10971.0,2018
30128761,1934.0,0.0,2018
30130839,0.0,5916.0,2018
30133587,0.0,421.0,2018
30133870,0.0,200.0,2018
30134826,0.0,845.0,2018
30139097,0.0,19428.0,2018
30141024,0.0,1930.0,2018
30141245,0.0,4649.0,2018
30141261,0.0,4115.0,2018
30141903,0.0,16500.0,2018
30144279,0.0,13756.0,2018
30148363,13350.0,2630.0,2018
30149947,0.0,11496.0,2018
30150643,0.0,2347.0,2018
30155394,0.0,6448.0,2018
30161394,0.0,214.0,2018
30162900,0.0,3813.0,2018
30163176,0.0,3090.0,2018
30163451,0.0,6770.0,2018
30174135,0.0,10352.0,2018
30176812,35472.0,60266.0,2018
30194837,1100.0,0.0,2018
30205545,0.0,22850.0,2018
30212185,0.0,2000.0,2018
30213416,0.0,916.0,2018
30214579,0.0,1946.0,2018
30216288,0.0,1742.0,2018
30216911,4764.0,0.0,2018
30217101,0.0,1167.0,2018
30217691,0.0,21382.0,2018
30227638,47455.0,7920.0,2018
30227867,0.0,3888.0,2018
30230183,13130.0,9064.0,2018
30233131,0.0,56201.0,2018
30238141,0.0,13010.0,2018
30250206,0.0,2284.0,2018
30251369,0.0,2748.0,2018
30251725,0.0,5321.0,2018
30252268,0.0,4955.0,2018
30254279,4842.0,2054.0,2018
30256018,0.0,7107.0,2018
30256972,0.0,653.0,2018
30263243,28897.0,31243.0,2018
30270355,0.0,7009.0,2018
30286529,0.0,4094.0,2018
30286596,0.0,6416.0,2018
30292790,24534.0,0.0,2018
30295862,0.0,10146.0,2018
30297148,25918.0,0.0,2018
30297296,3562.0,0.0,2018
30297563,0.0,47383.0,2018
30302168,2947.0,8938.0,2018
30305353,755.0,1487.0,2018
30306287,0.0,9079.0,2018
30307925,0.0,6635.0,2018
30310195,0.0,31115.0,2018
30310489,0.0,443.0,2018
30311647,0.0,68043.0,2018
30312473,25288.0,4124.0,2018
30314808,0.0,5436.0,2018
30318609,0.0,1545.0,2018
30321413,0.0,12602.0,2018
30323726,59101.0,0.0,2018
30326830,0.0,9821.0,2018
30334299,0.0,15054.0,2018
30335856,0.0,1615.0,2018
30341325,0.0,3408.0,2018
30352874,4202.0,2747.0,2018
30366255,0.0,85824.0,2018
30367162,0.0,13601.0,2018
30368649,21801.0,0.0,2018
30368991,0.0,1229.0,2018
30369688,0.0,11429.0,2018
30370201,8245.0,84626.0,2018
30370961,0.0,21383.0,2018
30371437,0.0,448.0,2018
30374398,0.0,4643.0,2018
30375807,0.0,340.0,2018
30377400,0.0,33369.0,2018
30377796,0.0,7220.0,2018
30382293,0.0,5946.0,2018
30384032,0.0,95601.0,2018
30387902,0.0,6500.0,2018
30389816,0.0,31312.0,2018
30391861,0.0,6390.0,2018
30391926,0.0,41562.0,2018
30394364,0.0,17980.0,2018
30397932,0.0,13768.0,2018
30400771,0.0,810.0,2018
30401484,0.0,20930.0,2018
30402847,0.0,5263.0,2018
30405471,0.0,7218.0,2018
30406842,0.0,869.0,2018
30411722,0.0,1500.0,2018
30435478,10340.0,8095.0,2018
30436962,7926.0,22260.0,2018
30439171,0.0,3000.0,2018
30439643,0.0,231.0,2018
30444027,0.0,2510.0,2018
30452984,0.0,214.0,2018
30453956,0.0,25348.0,2018
30459989,0.0,354.0,2018
30464222,0.0,14350.0,2018
30464265,0.0,6565.0,2018
30471229,18833.0,14274.0,2018
30474651,0.0,10977.0,2018
30478878,47000.0,34045.0,2018
30481429,0.0,938.0,2018
30482891,0.0,183.0,2018
30483774,0.0,324.0,2018
30489586,0.0,10712.0,2018
30494911,0.0,34621.0,2018
30496647,0.0,31754.0,2018
30502329,41060.0,234700.0,2018
30510372,0.0,21332.0,2018
30547713,0.0,10194.0,2018
30554108,0.0,4248.0,2018
30554175,0.0,7680.0,2018
30567323,0.0,4909.0,2018
30593154,0.0,40941.0,2018
30602498,301.0,19522.0,2018
30613031,3178.0,5600.0,2018
30617541,0.0,2698.0,2018
30621042,0.0,26933.0,2018
30621662,0.0,1286.0,2018
30621832,0.0,11665.0,2018
30622146,0.0,2119.0,2018
30622634,38142.0,66210.0,2018
30622715,0.0,789.0,2018
30632168,0.0,42986.0,2018
30633091,9232.0,78612.0,2018
30644964,0.0,13215.0,2018
30644980,0.0,4034.0,2018
30651650,0.0,6300.0,2018
30668618,0.0,2065.0,2018
30673557,0.0,0.0,2018
30676955,0.0,2925.0,2018
30690397,0.0,3990.0,2018
30717228,0.0,11618.0,2018
30732464,0.0,7774.0,2018
30735994,0.0,28757.0,2018
30745515,0.0,51313.0,2018
30758676,0.0,15534.0,2018
30761464,0.0,422.0,2018
30767497,0.0,11221.0,2018
30772377,0.0,329735.0,2018
30775163,0.0,1821.0,2018
30778030,0.0,1922.0,2018
30786688,0.0,16609.0,2018
30787293,0.0,308.0,2018
30790979,0.0,439.0,2018
30797167,0.0,58.0,2018
30843908,0.0,12417.0,2018
30847679,0.0,55324.0,2018
30851897,0.0,14844.0,2018
30871553,0.0,22690.0,2018
30876083,0.0,18491.0,2018
30892038,0.0,7058.0,2018
30914082,0.0,41991.0,2018
30921097,0.0,13633.0,2018
30923685,0.0,37175.0,2018
30931076,0.0,400.0,2018
30949463,0.0,44270.0,2018
30951034,0.0,6908.0,2018
30951689,0.0,14399.0,2018
30955692,0.0,9519.0,2018
30956621,0.0,5569.0,2018
30959574,0.0,3165.0,2018
30960149,0.0,172.0,2018
30965027,2091.0,1831.0,2018
30972619,0.0,16100.0,2018
30981278,0.0,339.0,2018
30983343,0.0,340.0,2018
30983629,0.0,8727.0,2018
30984455,0.0,12296.0,2018
30984951,70557.0,4304.0,2018
31041651,0.0,533.0,2018
31049873,0.0,47951.0,2018
31070481,9568.0,0.0,2018
31070821,8980.0,13013.0,2018
31093953,0.0,9565.0,2018
31096650,0.0,38683.0,2018
31097029,8230.0,1196.0,2018
31097347,76100.0,26003.0,2018
31098548,0.0,191.0,2018
31104963,0.0,17430.0,2018
31106087,0.0,9373.0,2018
31106893,10400.0,30123.0,2018
31108438,0.0,875.0,2018
31108705,0.0,2317.0,2018
31108799,0.0,6119.0,2018
31111595,60445.0,54636.0,2018
31117372,0.0,44903.0,2018
31119103,0.0,32987.0,2018
31129729,0.0,11514.0,2018
31130433,371.0,1364.0,2018
31133297,0.0,19602.0,2018
31135885,0.0,4491.0,2018
31137500,0.0,5443.0,2018
31139953,0.0,18917.0,2018
31142105,0.0,9149.0,2018
31146267,0.0,19419.0,2018
31146674,0.0,2783.0,2018
31150272,4698.0,5597.0,2018
31155320,0.0,14346.0,2018
31162572,0.0,55021.0,2018
31162882,0.0,90056.0,2018
31174392,6616.0,0.0,2018
31185475,0.0,111235.0,2018
31187907,36009.0,8604.0,2018
31194970,0.0,1068.0,2018
31198429,0.0,1502.0,2018
31203597,0.0,8228.0,2018
31204143,0.0,10723.0,2018
31204534,5052.0,0.0,2018
31205956,0.0,1011.0,2018
31206421,0.0,2268.0,2018
31214971,0.0,1821.0,2018
31215544,0.0,39144.0,2018
31216354,0.0,869.0,2018
31226805,0.0,730.0,2018
31227763,0.0,26201.0,2018
31230004,0.0,15840.0,2018
31233011,0.0,28524.0,2018
31233143,0.0,7844.0,2018
31234263,0.0,16124.0,2018
31235189,0.0,14943.0,2018
31236681,0.0,5668.0,2018
31246539,0.0,8621.0,2018
31247713,0.0,95607.0,2018
31248485,0.0,108.0,2018
31251559,0.0,113026.0,2018
31256410,0.0,4058.0,2018
31266556,0.0,7675.0,2018
31274311,4507.0,0.0,2018
31275903,0.0,22488.0,2018
31279062,31691.0,0.0,2018
31303095,0.0,13542.0,2018
31303664,0.0,1589.0,2018
31309107,0.0,46085.0,2018
31312930,0.0,2468.0,2018
31318912,0.0,24051.0,2018
31320976,53636.0,53198.0,2018
31333180,89214.0,6240.0,2018
31334608,0.0,10330.0,2018
31344085,0.0,156.0,2018
31346827,39631.0,25978.0,2018
31357594,0.0,24439.0,2018
31367522,27348.0,29130.0,2018
31373425,0.0,101059.0,2018
31376173,0.0,10683.0,2018
31376440,7840.0,0.0,2018
31378680,7636.0,0.0,2018
31382068,0.0,3951.0,2018
31386950,0.0,7808.0,2018
31398045,0.0,8344.0,2018
31398657,0.0,77273.0,2018
31405904,0.0,25824.0,2018
31410193,0.0,31122.0,2018
31410339,0.0,4590.0,2018
31418860,199119.0,71864.0,2018
31434548,0.0,55988.0,2018
31437164,5298.0,0.0,2018
31438535,0.0,55916.0,2018
31454107,0.0,9282.0,2018
31455103,0.0,834.0,2018
31459249,0.0,310.0,2018
31461111,9107.0,12272.0,2018
31464196,0.0,15795.0,2018
31474574,0.0,10653.0,2018
31488486,0.0,47938.0,2018
31501911,0.0,12082.0,2018
31504589,20156.0,0.0,2018
31506573,0.0,1707.0,2018
31512824,0.0,51282.0,2018
31524962,23704.0,55307.0,2018
31525063,0.0,392.0,2018
31530911,0.0,4349.0,2018
31534380,0.0,2443.0,2018
31537037,0.0,2452.0,2018
31541204,0.0,10918.0,2018
31552796,0.0,11884.0,2018
31563941,17288.0,0.0,2018
31564735,0.0,4776.0,2018
31565391,0.0,12480.0,2018
31565928,0.0,3443.0,2018
31567955,2629.0,0.0,2018
31572398,0.0,8527.0,2018
31573335,0.0,5332.0,2018
31577225,0.0,892.0,2018
31582563,0.0,8962.0,2018
31583969,0.0,1651.0,2018
31600073,0.0,70075.0,2018
31601622,6257.0,16523.0,2018
31610737,0.0,12838.0,2018
31625769,0.0,11448.0,2018
31638674,0.0,2315.0,2018
31644658,0.0,3422.0,2018
31645441,0.0,6026.0,2018
31664152,0.0,553.0,2018
31673445,0.0,720.0,2018
31682436,0.0,7480.0,2018
31684498,0.0,6195.0,2018
31689074,0.0,27129.0,2018
31692741,0.0,11234.0,2018
31692857,59.0,6183.0,2018
31701732,0.0,325.0,2018
31702860,1161.0,0.0,2018
31714648,0.0,4881.0,2018
31723086,0.0,2654.0,2018
31725496,0.0,15587.0,2018
31728347,0.0,1706.0,2018
31731771,0.0,16852.0,2018
31738083,0.0,52.0,2018
31744474,0.0,18958.0,2018
31769477,0.0,57336.0,2018
31791200,0.0,3011.0,2018
31791340,0.0,11085.0,2018
31792827,0.0,8184.0,2018
31798256,0.0,24732.0,2018
31798469,0.0,6153.0,2018
31798701,0.0,15838.0,2018
31798795,0.0,927.0,2018
31808693,0.0,5492.0,2018
31810973,0.0,4444.0,2018
31816459,0.0,230.0,2018
31818117,0.0,37198.0,2018
31820456,0.0,6238.0,2018
31821746,0.0,952.0,2018
31822157,35700.0,4478.0,2018
31823307,0.0,2320.0,2018
31831598,0.0,49710.0,2018
31835313,36144.0,57981.0,2018
31836654,39610.0,6367.0,2018
31837081,0.0,19717.0,2018
31837294,0.0,25581.0,2018
31839912,64861.0,13650.0,2018
31841836,0.0,1050.0,2018
31842328,0.0,298.0,2018
31844347,0.0,7637.0,2018
31844428,0.0,4383.0,2018
31845130,0.0,1190.0,2018
31874335,0.0,10297.0,2018
31881900,0.0,34999.0,2018
31889596,0.0,6466.0,2018
31898277,0.0,12184.0,2018
31901030,3850.0,17105.0,2018
31907616,0.0,2518.0,2018
31912091,0.0,72000.0,2018
31916038,0.0,2057.0,2018
31921694,0.0,11690.0,2018
31924413,0.0,927.0,2018
31927757,0.0,2475.0,2018
31949114,0.0,10153.0,2018
31959829,0.0,3167.0,2018
31960193,11024.0,6392.0,2018
31960207,0.0,6325.0,2018
31960274,0.0,6290.0,2018
31961394,0.0,700.0,2018
31962315,0.0,3051.0,2018
31963303,23971.0,0.0,2018
31964563,0.0,2707.0,2018
31968682,0.0,6448.0,2018
31973589,0.0,12077.0,2018
31978602,0.0,3605.0,2018
31980550,0.0,3677.0,2018
31981921,24737.0,0.0,2018
31987156,0.0,8240.0,2018
31990149,0.0,1916.0,2018
31994608,0.0,2548.0,2018
31997569,0.0,86.0,2018
31999170,0.0,803.0,2018
31999456,0.0,310875.0,2018
32002730,0.0,2600.0,2018
32003125,0.0,10942.0,2018
32006256,10220.0,3816.0,2018
32008178,17500.0,0.0,2018
32008798,0.0,16038.0,2018
32018432,0.0,54657.0,2018
32034268,0.0,1091.0,2018
32037941,0.0,7483.0,2018
32039561,0.0,10838.0,2018
32041906,0.0,14136.0,2018
32046371,0.0,24210.0,2018
32069495,0.0,7401.0,2018
32080561,5396.0,127411.0,2018
32084834,63544.0,0.0,2018
32093108,0.0,13823.0,2018
32093590,0.0,5839.0,2018
32095623,0.0,94291.0,2018
32103111,0.0,1909.0,2018
32106811,0.0,1133.0,2018
32109934,0.0,192.0,2018
32110428,0.0,21725.0,2018
32129846,0.0,1790.0,2018
32147925,0.0,67.0,2018
32150144,2993.0,5019.0,2018
32165400,577.0,0.0,2018
32167136,0.0,424.0,2018
32183867,0.0,874.0,2018
32186475,0.0,858.0,2018
32191355,0.0,16714.0,2018
32191584,0.0,14577.0,2018
32196721,0.0,10050.0,2018
32201075,0.0,369.0,2018
32202489,14146.0,1980.0,2018
32202497,0.0,682.0,2018
32203159,0.0,4683.0,2018
32203361,0.0,344.0,2018
32205321,0.0,29102.0,2018
32210945,0.0,10520.0,2018
32213294,0.0,822.0,2018
32220401,0.0,571.0,2018
32230539,0.0,10673.0,2018
32272479,0.0,5384.0,2018
32274870,0.0,3210.0,2018
32280773,0.0,767.0,2018
