OriginalPesticideRowID,companyname,companyregistrationnumber,streetname,streetbuildingidentifier,flooridentifier,postcodeidentifier,city,acreagesize,acreageunit,name,code,pesticidename,pesticideregistrationnumber,dosagequantity,dosageunit,nopesticides,TotalMarkerArea,Difference_PesticideArea_MarkerArea,Percentage_Difference_Marker,TotalGKEAArea,Difference_PesticideArea_GKEAArea,Percentage_Difference_GKEA
145707,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,18-684,90.525,2,0,72.78,5.299999999999997,7.282220390217089,,,
145712,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,396-77,37.664,2,0,72.78,5.299999999999997,7.282220390217089,,,
145723,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,64-91,27.8355,4,0,72.78,5.299999999999997,7.282220390217089,,,
145725,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,347-25,7.707,2,0,72.78,5.299999999999997,7.282220390217089,,,
145726,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,19-93,125.2715,4,0,72.78,5.299999999999997,7.282220390217089,,,
145731,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,18-597,38.535,4,0,72.78,5.299999999999997,7.282220390217089,,,
145737,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,19-201,38.535,4,0,72.78,5.299999999999997,7.282220390217089,,,
145750,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,19-228,69.363,4,0,72.78,5.299999999999997,7.282220390217089,,,
145752,,26788870,Ringstedvej,260,nan,4350,Ugerløse,78.08,2,Vinterraps,22,,396-12,18.568,4,0,72.78,5.299999999999997,7.282220390217089,,,
167949,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,18-597,5.508,4,0,30.97,5.280000000000001,17.048756861478857,,,
167953,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,18-416,2.754,4,0,30.97,5.280000000000001,17.048756861478857,,,
167959,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,756-2,72.4,4,0,30.97,5.280000000000001,17.048756861478857,,,
167966,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,19-184,2.754,4,0,30.97,5.280000000000001,17.048756861478857,,,
167967,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,396-82,1.836,4,0,30.97,5.280000000000001,17.048756861478857,,,
167968,,29259607,Vestre Skovvej,1,nan,9460,Brovst,36.25,2,Vårbyg,1,,18-414,1.836,4,0,30.97,5.280000000000001,17.048756861478857,,,
223867,,37907839,Møllevej,2,nan,8830,Tjele,8.93,2,Vinterhybridrug,15,,18-416,1.3395,4,0,3.67,5.26,143.32425068119892,,,
223874,,37907839,Møllevej,2,nan,8830,Tjele,8.93,2,Vinterhybridrug,15,,64-70,6.6975,4,0,3.67,5.26,143.32425068119892,,,
223883,,37907839,Møllevej,2,nan,8830,Tjele,8.93,2,Vinterhybridrug,15,,19-205,8.93,4,0,3.67,5.26,143.32425068119892,,,
183464,,31244765,Strandvejen,23,nan,5450,Otterup,14.08,2,Vinterraps,22,,64-91,7.04,4,0,8.83,5.25,59.456398640996596,,,
183467,,31244765,Strandvejen,23,nan,5450,Otterup,14.08,2,Vinterraps,22,,19-228,4.494,4,0,8.83,5.25,59.456398640996596,,,
137541,,26226058,Hadsundvej,420,nan,8983,Gjerlev J,40.99,2,Vårbyg,1,,11-69,0.205,2,0,35.760000000000005,5.229999999999997,14.625279642058157,,,
137547,,26226058,Hadsundvej,420,nan,8983,Gjerlev J,40.99,2,Vårbyg,1,,18-416,1.23,4,0,35.760000000000005,5.229999999999997,14.625279642058157,,,
137548,,26226058,Hadsundvej,420,nan,8983,Gjerlev J,40.99,2,Vårbyg,1,,18-597,12.297,4,0,35.760000000000005,5.229999999999997,14.625279642058157,,,
137549,,26226058,Hadsundvej,420,nan,8983,Gjerlev J,40.99,2,Vårbyg,1,,64-82,6.148,4,0,35.760000000000005,5.229999999999997,14.625279642058157,,,
137551,,26226058,Hadsundvej,420,nan,8983,Gjerlev J,40.99,2,Vårbyg,1,,19-184,10.248,4,0,35.760000000000005,5.229999999999997,14.625279642058157,,,
188177,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,396-77,1.7,2,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188180,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,18-597,3.921,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188181,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,64-82,1.96,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188185,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,347-36,0.052,2,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188186,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,357-14,7.815,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188190,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,19-184,3.268,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188191,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,756-7,4.17,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
188192,,31966493,Præstegårdsvej,2,nan,7300,Jelling,13.07,2,Vårbyg,1,,18-416,0.392,4,0,7.859999999999999,5.210000000000001,66.28498727735371,,,
57347,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,64-87,13.152,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57348,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,1-154,15.1,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57352,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-432,12.696,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57283,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,64-82,12.927,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57289,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,396-82,7.806,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57291,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-667,26.283,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57293,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,19-184,17.308,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57298,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-414,7.55,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57307,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-671,42.97,2,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57309,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,396-59,0.08,2,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57310,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-416,14.036,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57313,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,11-69,0.429,2,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57324,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-597,27.588,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57327,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,64-70,29.48,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57332,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,48-43,44.77,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57333,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,48-47,75.595,2,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57340,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,396-26,0.626,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
57343,,15446870,Lembvej,1,nan,9320,Hjallerup,102.8,2,Vårbyg,1,,18-569,3.069,4,0,97.60999999999999,5.190000000000012,5.317078168220482,,,
36970,,13452601,Skørpingvej,51,nan,9520,Skørping,22.19,2,Vinterhybridrug,15,,49-42,10.0,4,0,17.020000000000003,5.169999999999998,30.37602820211514,,,
36975,,13452601,Skørpingvej,51,nan,9520,Skørping,22.19,2,Vinterhybridrug,15,,1-251,5.0,4,0,17.020000000000003,5.169999999999998,30.37602820211514,,,
36977,,13452601,Skørpingvej,51,nan,9520,Skørping,22.19,2,Vinterhybridrug,15,,18-564,13.296,4,0,17.020000000000003,5.169999999999998,30.37602820211514,,,
263575,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,396-82,5.233,4,0,56.6,5.159999999999997,9.116607773851584,,,
263594,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,826-15,42.345,4,0,56.6,5.159999999999997,9.116607773851584,,,
263600,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,347-36,0.204,2,0,56.6,5.159999999999997,9.116607773851584,,,
263608,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,18-416,7.694,4,0,56.6,5.159999999999997,9.116607773851584,,,
263611,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,396-77,1.414,2,0,56.6,5.159999999999997,9.116607773851584,,,
263613,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,396-78,1.453,2,0,56.6,5.159999999999997,9.116607773851584,,,
263616,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,18-597,2.829,4,0,56.6,5.159999999999997,9.116607773851584,,,
263621,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,347-57,18.164,4,0,56.6,5.159999999999997,9.116607773851584,,,
263622,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,64-87,12.352,4,0,56.6,5.159999999999997,9.116607773851584,,,
263625,,43191551,Reerslevvej,37,nan,4291,Ruds Vedby,61.76,2,Vårbyg,1,,19-184,6.54,4,0,56.6,5.159999999999997,9.116607773851584,,,
312936,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,19-207,34.65,4,0,68.6,5.140000000000001,7.492711370262392,,,
312939,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,64-91,36.87,4,0,68.6,5.140000000000001,7.492711370262392,,,
312943,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,1-172,24.01,4,0,68.6,5.140000000000001,7.492711370262392,,,
312955,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,396-12,5.048,4,0,68.6,5.140000000000001,7.492711370262392,,,
312958,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,48-43,49.2,4,0,68.6,5.140000000000001,7.492711370262392,,,
312964,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,64-72,85.75,4,0,68.6,5.140000000000001,7.492711370262392,,,
312965,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,396-77,28.468,2,0,68.6,5.140000000000001,7.492711370262392,,,
312973,,98678050,Stenbjergvej,11,nan,8410,Rønde,73.74,2,Vinterraps,22,,18-597,24.01,4,0,68.6,5.140000000000001,7.492711370262392,,,
166452,,29074348,Ildsgårdvej,32,nan,7451,Sunds,21.68,2,Vårbyg,1,,11-69,0.108,2,0,16.58,5.100000000000001,30.759951749095304,,,
166457,,29074348,Ildsgårdvej,32,nan,7451,Sunds,21.68,2,Vårbyg,1,,19-184,4.336,4,0,16.58,5.100000000000001,30.759951749095304,,,
166475,,29074348,Ildsgårdvej,32,nan,7451,Sunds,21.68,2,Vårbyg,1,,18-667,8.022,4,0,16.58,5.100000000000001,30.759951749095304,,,
166481,,29074348,Ildsgårdvej,32,nan,7451,Sunds,21.68,2,Vårbyg,1,,64-70,13.008,4,0,16.58,5.100000000000001,30.759951749095304,,,
176614,,30323726,Holstebrovej,101,nan,7560,Hjerm,226.78,2,Vinterhvede,11,,364-59,947.58,2,0,221.71999999999997,5.060000000000031,2.282157676348562,,,
176615,,30323726,Holstebrovej,101,nan,7560,Hjerm,226.78,2,Vinterhvede,11,,879-1,495.525,2,0,221.71999999999997,5.060000000000031,2.282157676348562,,,
163882,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,19-179,19.7,4,0,82.91,5.060000000000002,6.103003256543243,,,
163892,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,18-442,8.763,2,0,82.91,5.060000000000002,6.103003256543243,,,
163911,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,1-229,8.2827,2,0,82.91,5.060000000000002,6.103003256543243,,,
163912,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,64-82,13.1445,4,0,82.91,5.060000000000002,6.103003256543243,,,
163913,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,11-72,0.4907,2,0,82.91,5.060000000000002,6.103003256543243,,,
163933,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,347-46,13.79,4,0,82.91,5.060000000000002,6.103003256543243,,,
163938,,28620012,Langgade,68,nan,5620,Glamsbjerg,87.97,2,Silomajs,216,,756-2,124.245,4,0,82.91,5.060000000000002,6.103003256543243,,,
303161,,83257318,Fårtoftvej,117,nan,7700,Thisted,5.96,2,Vinterhvede,11,,64-88,2.5,4,0,0.9,5.06,562.2222222222222,,,
303162,,83257318,Fårtoftvej,117,nan,7700,Thisted,5.96,2,Vinterhvede,11,,11-50,6.0,4,0,0.9,5.06,562.2222222222222,,,
168973,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,1-195,300.0,4,0,143.46,5.030000000000001,3.506203819880106,,,
168979,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,64-134,106.376,2,0,143.46,5.030000000000001,3.506203819880106,,,
168991,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,613-11,58.964,4,0,143.46,5.030000000000001,3.506203819880106,,,
168994,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,18-597,83.335,4,0,143.46,5.030000000000001,3.506203819880106,,,
168995,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,361-15,265.72,4,0,143.46,5.030000000000001,3.506203819880106,,,
168997,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,48-43,277.375,4,0,143.46,5.030000000000001,3.506203819880106,,,
168998,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,1-172,82.535,4,0,143.46,5.030000000000001,3.506203819880106,,,
169000,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,396-12,4.008,4,0,143.46,5.030000000000001,3.506203819880106,,,
169007,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,561-3,50.03,2,0,143.46,5.030000000000001,3.506203819880106,,,
169025,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,18-417,41.852,4,0,143.46,5.030000000000001,3.506203819880106,,,
169036,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,396-77,22.112,2,0,143.46,5.030000000000001,3.506203819880106,,,
169038,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,352-13,448.42,4,0,143.46,5.030000000000001,3.506203819880106,,,
169040,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,632-2,292.24,4,0,143.46,5.030000000000001,3.506203819880106,,,
169045,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,48-47,2.76,2,0,143.46,5.030000000000001,3.506203819880106,,,
169055,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,64-128,40.898,4,0,143.46,5.030000000000001,3.506203819880106,,,
169059,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,632-4,23.765,2,0,143.46,5.030000000000001,3.506203819880106,,,
169071,,29337225,Ørtoftvej,29,nan,9300,Sæby,148.49,2,"Kartofler, stivelses-",151,,18-670,90.09,4,0,143.46,5.030000000000001,3.506203819880106,,,
224299,,38008803,Søndergårdsvej,3,nan,8723,Løsning,39.57,2,Vårbyg,1,,64-82,6.514,4,0,34.55,5.020000000000003,14.529667149059344,,,
224306,,38008803,Søndergårdsvej,3,nan,8723,Løsning,39.57,2,Vårbyg,1,,396-82,6.514,4,0,34.55,5.020000000000003,14.529667149059344,,,
224315,,38008803,Søndergårdsvej,3,nan,8723,Løsning,39.57,2,Vårbyg,1,,18-666,8.142,4,0,34.55,5.020000000000003,14.529667149059344,,,
214017,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,64-100,0.396,2,0,8.19,5.020000000000001,61.29426129426131,,,
214019,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,347-57,1.978,4,0,8.19,5.020000000000001,61.29426129426131,,,
214020,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,19-228,1.978,4,0,8.19,5.020000000000001,61.29426129426131,,,
214021,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,396-82,1.319,4,0,8.19,5.020000000000001,61.29426129426131,,,
214023,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,396-78,0.396,2,0,8.19,5.020000000000001,61.29426129426131,,,
214024,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,19-240,3.298,4,0,8.19,5.020000000000001,61.29426129426131,,,
214027,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,18-597,4.616,4,0,8.19,5.020000000000001,61.29426129426131,,,
214028,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,19-22,6.595,4,0,8.19,5.020000000000001,61.29426129426131,,,
214029,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,3-201,0.66,4,0,8.19,5.020000000000001,61.29426129426131,,,
214031,,36226188,Humlebækvej,21,nan,3480,Fredensborg,13.21,2,Vinterhvede,11,,18-667,1.978,4,0,8.19,5.020000000000001,61.29426129426131,,,
243743,,40596240,Ørslevvej,334,nan,4243,Rude,16.58,2,Majs til modenhed,5,,18-442,0.9948,2,0,11.56,5.019999999999998,43.42560553633216,,,
243763,,40596240,Ørslevvej,334,nan,4243,Rude,16.58,2,Majs til modenhed,5,,347-46,8.29,4,0,11.56,5.019999999999998,43.42560553633216,,,
116107,,21457957,Markvænget,18,nan,6800,Varde,7.5,2,Juletræer og pyntegrønt,583,,18-683,1.25,4,0,2.49,5.01,201.2048192771084,,,
219850,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,632-4,67.275,2,0,48.81,5.009999999999998,10.264290104486781,,,
219853,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,48-43,220.662,4,0,48.81,5.009999999999998,10.264290104486781,,,
219856,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,64-128,16.146,4,0,48.81,5.009999999999998,10.264290104486781,,,
219860,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,396-34,193.752,4,0,48.81,5.009999999999998,10.264290104486781,,,
219871,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,727-2,18.28,4,0,48.81,5.009999999999998,10.264290104486781,,,
219881,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,1-299,14.624,4,0,48.81,5.009999999999998,10.264290104486781,,,
219884,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,1-195,64.584,4,0,48.81,5.009999999999998,10.264290104486781,,,
219900,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,347-5,5.382,4,0,48.81,5.009999999999998,10.264290104486781,,,
219913,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,361-15,296.01,4,0,48.81,5.009999999999998,10.264290104486781,,,
219915,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,396-58,21.528,4,0,48.81,5.009999999999998,10.264290104486781,,,
219918,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,18-597,39.406,4,0,48.81,5.009999999999998,10.264290104486781,,,
219921,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,613-11,43.056,4,0,48.81,5.009999999999998,10.264290104486781,,,
219922,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,561-3,21.528,2,0,48.81,5.009999999999998,10.264290104486781,,,
219924,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,632-2,107.64,4,0,48.81,5.009999999999998,10.264290104486781,,,
219925,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,396-57,13.455,4,0,48.81,5.009999999999998,10.264290104486781,,,
219933,,37304573,Eskjærvej,21,nan,7870,Roslev,53.82,2,"Kartofler, stivelses-",151,,19-93,64.584,4,0,48.81,5.009999999999998,10.264290104486781,,,
93935,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,1-251,8.55,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
93951,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,756-2,42.75,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
93953,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,64-70,81.5775,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
93955,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,18-666,27.1925,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
93967,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,18-416,4.275,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
93982,,19163733,Rullebanen,25,nan,9430,Vadum,108.77,2,Vårbyg,1,,18-670,88.54,4,0,103.77999999999999,4.990000000000009,4.808248217382935,,,
162609,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,64-91,6.052,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162618,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,396-57,4.203,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162623,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,19-207,10.086,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162629,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,396-77,5.043,2,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162631,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,18-597,4.109,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162634,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,19-228,3.522,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162637,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,396-12,6.75,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
162641,,28436106,Gl. Lundevej,1,nan,6830,Nørre Nebel,16.81,2,Vinterraps,22,,64-72,20.004,4,0,11.830000000000002,4.979999999999997,42.09636517328822,,,
101076,,19890570,Thorupvej,66,nan,9670,Løgstør,52.13,2,Silomajs med græsudlæg,218,,18-416,3.91,4,0,47.17,4.960000000000001,10.515157939368244,,,
101085,,19890570,Thorupvej,66,nan,9670,Løgstør,52.13,2,Silomajs med græsudlæg,218,,18-442,3.649,2,0,47.17,4.960000000000001,10.515157939368244,,,
101087,,19890570,Thorupvej,66,nan,9670,Løgstør,52.13,2,Silomajs med græsudlæg,218,,11-72,0.292,2,0,47.17,4.960000000000001,10.515157939368244,,,
101091,,19890570,Thorupvej,66,nan,9670,Løgstør,52.13,2,Silomajs med græsudlæg,218,,64-82,7.819,4,0,47.17,4.960000000000001,10.515157939368244,,,
101092,,19890570,Thorupvej,66,nan,9670,Løgstør,52.13,2,Silomajs med græsudlæg,218,,1-224,10.426,2,0,47.17,4.960000000000001,10.515157939368244,,,
170152,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,756-2,23.49,4,0,31.47,4.960000000000001,15.7610422624722,,,
170154,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,347-46,27.091,4,0,31.47,4.960000000000001,15.7610422624722,,,
170155,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,631-14,3.792,4,0,31.47,4.960000000000001,15.7610422624722,,,
170157,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,18-442,3.334,2,0,31.47,4.960000000000001,15.7610422624722,,,
170158,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,19-179,5.694,4,0,31.47,4.960000000000001,15.7610422624722,,,
170160,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,64-82,5.465,4,0,31.47,4.960000000000001,15.7610422624722,,,
170161,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,18-416,1.096,4,0,31.47,4.960000000000001,15.7610422624722,,,
170163,,29455775,Åsenvej,36,nan,9881,Bindslev,36.43,2,Silomajs med græsudlæg,218,,11-72,0.205,2,0,31.47,4.960000000000001,15.7610422624722,,,
